 # i,    taui (ni),  alpha ;   j,    tauj  (nj),   beta  :   term  group   rij 
  41  [    2 ( 0, 0, 0) ] 3    11  [    2 ( 1,-2, 1) ] 3  :   168    4    4.075
  41  [    2 ( 0, 0, 0) ] 3    64  [    2 (-1, 2, 0) ] 3  :   173    4    9.112
  41  [    2 ( 0, 0, 0) ] 3    61  [    2 ( 1,-2, 0) ] 3  :   176    4    7.058
  41  [    2 ( 0, 0, 0) ] 3    15  [    2 ( 0,-1, 2) ] 3  :   189    4    5.763
  41  [    2 ( 0, 0, 0) ] 3    12  [    2 ( 0, 1,-2) ] 3  :   192    4    4.778
  41  [    2 ( 0, 0, 0) ] 3    16  [    2 ( 1, 0, 1) ] 1  :   108    5    4.778
  41  [    2 ( 0, 0, 0) ] 3    11  [    2 (-1, 0,-1) ] 1  :   109    5    4.075
  41  [    2 ( 0, 0, 0) ] 3    62  [    2 ( 0, 1, 1) ] 2  :   116    5    7.486
  41  [    2 ( 0, 0, 0) ] 3    63  [    2 ( 0,-1,-1) ] 2  :   117    5    7.058
  41  [    2 ( 0, 0, 0) ] 3    12  [    2 ( 2,-1, 0) ] 1  :   132    5    4.778
  41  [    2 ( 0, 0, 0) ] 3    15  [    2 (-2, 1, 0) ] 1  :   133    5    5.763
  41  [    2 ( 0, 0, 0) ] 3    62  [    2 ( 2,-1,-1) ] 2  :   140    5    7.486
  41  [    2 ( 0, 0, 0) ] 3    63  [    2 (-2, 1, 1) ] 2  :   141    5    7.058
  41  [    2 ( 0, 0, 0) ] 3    64  [    2 ( 1, 0,-2) ] 2  :   156    5    9.112
  41  [    2 ( 0, 0, 0) ] 3    61  [    2 (-1, 0, 2) ] 2  :   157    5    7.058
  41  [    2 ( 0, 0, 0) ] 3    11  [    2 ( 1,-2, 1) ] 1  :   164    5    4.075
  41  [    2 ( 0, 0, 0) ] 3    16  [    2 (-1, 2,-1) ] 1  :   165    5    4.778
  41  [    2 ( 0, 0, 0) ] 3    61  [    2 ( 1,-2, 0) ] 2  :   172    5    7.058
  41  [    2 ( 0, 0, 0) ] 3    64  [    2 (-1, 2, 0) ] 2  :   173    5    9.112
  41  [    2 ( 0, 0, 0) ] 3    12  [    2 ( 0, 1,-2) ] 1  :   188    5    4.778
  41  [    2 ( 0, 0, 0) ] 3    15  [    2 ( 0,-1, 2) ] 1  :   189    5    5.763
  41  [    2 ( 0, 0, 0) ] 3    30  [    2 ( 1, 1, 0) ] 1  :   100    6    4.778
  41  [    2 ( 0, 0, 0) ] 3    30  [    2 ( 1, 1, 0) ] 2  :   104    6    4.778
  41  [    2 ( 0, 0, 0) ] 3    11  [    2 (-1, 0,-1) ] 2  :   109    6    4.075
  41  [    2 ( 0, 0, 0) ] 3    63  [    2 ( 0,-1,-1) ] 1  :   117    6    7.058
  41  [    2 ( 0, 0, 0) ] 3    32  [    2 (-2, 0, 1) ] 1  :   121    6    2.495
  41  [    2 ( 0, 0, 0) ] 3    32  [    2 (-2, 0, 1) ] 2  :   125    6    2.495
  41  [    2 ( 0, 0, 0) ] 3    12  [    2 ( 2,-1, 0) ] 2  :   136    6    4.778
  41  [    2 ( 0, 0, 0) ] 3    62  [    2 ( 2,-1,-1) ] 1  :   144    6    7.486
  41  [    2 ( 0, 0, 0) ] 3    28  [    2 ( 1, 1,-2) ] 1  :   148    6    2.495
  41  [    2 ( 0, 0, 0) ] 3    28  [    2 ( 1, 1,-2) ] 2  :   152    6    2.495
  41  [    2 ( 0, 0, 0) ] 3    61  [    2 (-1, 0, 2) ] 1  :   157    6    7.058
  41  [    2 ( 0, 0, 0) ] 3    16  [    2 (-1, 2,-1) ] 2  :   165    6    4.778
  41  [    2 ( 0, 0, 0) ] 3    64  [    2 (-1, 2, 0) ] 1  :   173    6    9.112
  41  [    2 ( 0, 0, 0) ] 3    26  [    2 ( 0,-2, 1) ] 1  :   177    6    6.280
  41  [    2 ( 0, 0, 0) ] 3    26  [    2 ( 0,-2, 1) ] 2  :   181    6    6.280
  41  [    2 ( 0, 0, 0) ] 3    15  [    2 ( 0,-1, 2) ] 2  :   189    6    5.763
  41  [    2 ( 0, 0, 0) ] 3    28  [    2 (-1,-1, 0) ] 1  :    97    7    2.495
  41  [    2 ( 0, 0, 0) ] 3    28  [    2 (-1,-1, 0) ] 2  :   101    7    2.495
  41  [    2 ( 0, 0, 0) ] 3    16  [    2 ( 1, 0, 1) ] 2  :   112    7    4.778
  41  [    2 ( 0, 0, 0) ] 3    62  [    2 ( 0, 1, 1) ] 1  :   120    7    7.486
  41  [    2 ( 0, 0, 0) ] 3    26  [    2 ( 2, 0,-1) ] 1  :   124    7    6.280
  41  [    2 ( 0, 0, 0) ] 3    26  [    2 ( 2, 0,-1) ] 2  :   128    7    6.280
  41  [    2 ( 0, 0, 0) ] 3    15  [    2 (-2, 1, 0) ] 2  :   133    7    5.763
  41  [    2 ( 0, 0, 0) ] 3    63  [    2 (-2, 1, 1) ] 1  :   141    7    7.058
  41  [    2 ( 0, 0, 0) ] 3    30  [    2 (-1,-1, 2) ] 1  :   145    7    4.778
  41  [    2 ( 0, 0, 0) ] 3    30  [    2 (-1,-1, 2) ] 2  :   149    7    4.778
  41  [    2 ( 0, 0, 0) ] 3    64  [    2 ( 1, 0,-2) ] 1  :   160    7    9.112
  41  [    2 ( 0, 0, 0) ] 3    11  [    2 ( 1,-2, 1) ] 2  :   168    7    4.075
  41  [    2 ( 0, 0, 0) ] 3    61  [    2 ( 1,-2, 0) ] 1  :   176    7    7.058
  41  [    2 ( 0, 0, 0) ] 3    32  [    2 ( 0, 2,-1) ] 1  :   180    7    2.495
  41  [    2 ( 0, 0, 0) ] 3    32  [    2 ( 0, 2,-1) ] 2  :   184    7    2.495
  41  [    2 ( 0, 0, 0) ] 3    12  [    2 ( 0, 1,-2) ] 2  :   192    7    4.778
  41  [    2 ( 0, 0, 0) ] 3    28  [    2 (-1,-1, 0) ] 3  :    49    8    2.495
  41  [    2 ( 0, 0, 0) ] 3    30  [    2 ( 1, 1, 0) ] 3  :    52    8    4.778
  41  [    2 ( 0, 0, 0) ] 3    32  [    2 (-2, 0, 1) ] 3  :    61    8    2.495
  41  [    2 ( 0, 0, 0) ] 3    26  [    2 ( 2, 0,-1) ] 3  :    64    8    6.280
  41  [    2 ( 0, 0, 0) ] 3    30  [    2 (-1,-1, 2) ] 3  :    73    8    4.778
  41  [    2 ( 0, 0, 0) ] 3    28  [    2 ( 1, 1,-2) ] 3  :    76    8    2.495
  41  [    2 ( 0, 0, 0) ] 3    26  [    2 ( 0,-2, 1) ] 3  :    89    8    6.280
  41  [    2 ( 0, 0, 0) ] 3    32  [    2 ( 0, 2,-1) ] 3  :    92    8    2.495
  41  [    2 ( 0, 0, 0) ] 3    40  [    1 ( 1, 0, 1) ] 3  :    24    9    5.763
  41  [    2 ( 0, 0, 0) ] 3    34  [    1 ( 1, 0,-1) ] 3  :    32    9    4.778
  41  [    2 ( 0, 0, 0) ] 3     3  [    1 ( 1,-1, 1) ] 3  :    40    9    9.982
  41  [    2 ( 0, 0, 0) ] 3    49  [    1 ( 1,-1, 0) ] 3  :    48    9   10.781
  41  [    2 ( 0, 0, 0) ] 3    22  [    1 ( 0, 1, 1) ] 3  :    56    9    6.280
  41  [    2 ( 0, 0, 0) ] 3    20  [    1 ( 0, 1,-1) ] 3  :    64    9    9.447
  41  [    2 ( 0, 0, 0) ] 3     5  [    1 (-1, 1, 1) ] 3  :    80    9    7.058
  41  [    2 ( 0, 0, 0) ] 3    55  [    1 (-1, 1, 0) ] 3  :    88    9    8.523
  41  [    2 ( 0, 0, 0) ] 3    40  [    1 ( 1, 0, 1) ] 1  :    20   10    5.763
  41  [    2 ( 0, 0, 0) ] 3    34  [    1 ( 1, 0,-1) ] 2  :    28   10    4.778
  41  [    2 ( 0, 0, 0) ] 3     3  [    1 ( 1,-1, 1) ] 1  :    36   10    9.982
  41  [    2 ( 0, 0, 0) ] 3    49  [    1 ( 1,-1, 0) ] 2  :    44   10   10.781
  41  [    2 ( 0, 0, 0) ] 3    22  [    1 ( 0, 1, 1) ] 2  :    52   10    6.280
  41  [    2 ( 0, 0, 0) ] 3    20  [    1 ( 0, 1,-1) ] 1  :    60   10    9.447
  41  [    2 ( 0, 0, 0) ] 3     5  [    1 (-1, 1, 1) ] 2  :    76   10    7.058
  41  [    2 ( 0, 0, 0) ] 3    55  [    1 (-1, 1, 0) ] 1  :    84   10    8.523
  41  [    2 ( 0, 0, 0) ] 3    54  [    1 ( 1, 1, 0) ] 1  :     4   11    8.150
  41  [    2 ( 0, 0, 0) ] 3    54  [    1 ( 1, 1, 0) ] 2  :     8   11    8.150
  41  [    2 ( 0, 0, 0) ] 3     2  [    1 ( 1, 1,-1) ] 1  :    20   11    0.000
  41  [    2 ( 0, 0, 0) ] 3     2  [    1 ( 1, 1,-1) ] 2  :    24   11    0.000
  41  [    2 ( 0, 0, 0) ] 3    40  [    1 ( 1, 0, 1) ] 2  :    44   11    5.763
  41  [    2 ( 0, 0, 0) ] 3    34  [    1 ( 1, 0,-1) ] 1  :    56   11    4.778
  41  [    2 ( 0, 0, 0) ] 3     3  [    1 ( 1,-1, 1) ] 2  :    76   11    9.982
  41  [    2 ( 0, 0, 0) ] 3    49  [    1 ( 1,-1, 0) ] 1  :    88   11   10.781
  41  [    2 ( 0, 0, 0) ] 3    22  [    1 ( 0, 1, 1) ] 1  :   104   11    6.280
  41  [    2 ( 0, 0, 0) ] 3    20  [    1 ( 0, 1,-1) ] 2  :   124   11    9.447
  41  [    2 ( 0, 0, 0) ] 3    17  [    1 ( 0,-1, 1) ] 1  :   132   11    4.075
  41  [    2 ( 0, 0, 0) ] 3    17  [    1 ( 0,-1, 1) ] 2  :   136   11    4.075
  41  [    2 ( 0, 0, 0) ] 3     5  [    1 (-1, 1, 1) ] 1  :   152   11    7.058
  41  [    2 ( 0, 0, 0) ] 3    55  [    1 (-1, 1, 0) ] 2  :   172   11    8.523
  41  [    2 ( 0, 0, 0) ] 3    37  [    1 (-1, 0, 1) ] 1  :   180   11    4.778
  41  [    2 ( 0, 0, 0) ] 3    37  [    1 (-1, 0, 1) ] 2  :   184   11    4.778
  41  [    2 ( 0, 0, 0) ] 3    54  [    1 ( 1, 1, 0) ] 3  :     4   12    8.150
  41  [    2 ( 0, 0, 0) ] 3     2  [    1 ( 1, 1,-1) ] 3  :     8   12    0.000
  41  [    2 ( 0, 0, 0) ] 3    17  [    1 ( 0,-1, 1) ] 3  :    36   12    4.075
  41  [    2 ( 0, 0, 0) ] 3    37  [    1 (-1, 0, 1) ] 3  :    48   12    4.778
  41  [    2 ( 0, 0, 0) ] 3    43  [    2 (-1, 1,-1) ] 3  :    37   13    2.495
  41  [    2 ( 0, 0, 0) ] 3    43  [    2 ( 1,-1, 1) ] 3  :    40   13    2.495
  41  [    2 ( 0, 0, 0) ] 3    45  [    2 (-1, 1, 1) ] 3  :    45   13    4.778
  41  [    2 ( 0, 0, 0) ] 3    45  [    2 ( 1,-1,-1) ] 3  :    48   13    4.778
  41  [    2 ( 0, 0, 0) ] 3    42  [    2 (-1,-1, 1) ] 3  :    13   14    4.075
  41  [    2 ( 0, 0, 0) ] 3    42  [    2 ( 1, 1,-1) ] 3  :    16   14    4.075
  41  [    2 ( 0, 0, 0) ] 3    31  [    2 (-1, 1, 0) ] 3  :    33   15    4.075
  41  [    2 ( 0, 0, 0) ] 3    25  [    2 ( 1,-1, 0) ] 3  :    36   15    4.075
  41  [    2 ( 0, 0, 0) ] 3    27  [    2 ( 0, 0,-1) ] 3  :    45   15    4.075
  41  [    2 ( 0, 0, 0) ] 3    29  [    2 ( 0, 0, 1) ] 3  :    48   15    4.075
  41  [    2 ( 0, 0, 0) ] 3    58  [    2 ( 1, 0, 0) ] 1  :   104   16    8.150
  41  [    2 ( 0, 0, 0) ] 3    59  [    2 (-1, 0, 0) ] 1  :   109   16    9.112
  41  [    2 ( 0, 0, 0) ] 3    10  [    2 ( 1, 0,-1) ] 2  :   124   16    6.280
  41  [    2 ( 0, 0, 0) ] 3    13  [    2 (-1, 0, 1) ] 2  :   125   16    4.075
  41  [    2 ( 0, 0, 0) ] 3    25  [    2 ( 1,-1, 0) ] 1  :   132   16    4.075
  41  [    2 ( 0, 0, 0) ] 3    25  [    2 ( 1,-1, 0) ] 2  :   136   16    4.075
  41  [    2 ( 0, 0, 0) ] 3    31  [    2 (-1, 1, 0) ] 1  :   137   16    4.075
  41  [    2 ( 0, 0, 0) ] 3    31  [    2 (-1, 1, 0) ] 2  :   141   16    4.075
  41  [    2 ( 0, 0, 0) ] 3    14  [    2 ( 0, 1, 0) ] 2  :   156   16    7.486
  41  [    2 ( 0, 0, 0) ] 3     9  [    2 ( 0,-1, 0) ] 2  :   157   16    7.058
  41  [    2 ( 0, 0, 0) ] 3    60  [    2 ( 0, 1,-1) ] 1  :   168   16    8.523
  41  [    2 ( 0, 0, 0) ] 3    57  [    2 ( 0,-1, 1) ] 1  :   173   16    8.523
  41  [    2 ( 0, 0, 0) ] 3    29  [    2 ( 0, 0, 1) ] 1  :   180   16    4.075
  41  [    2 ( 0, 0, 0) ] 3    29  [    2 ( 0, 0, 1) ] 2  :   184   16    4.075
  41  [    2 ( 0, 0, 0) ] 3    27  [    2 ( 0, 0,-1) ] 1  :   185   16    4.075
  41  [    2 ( 0, 0, 0) ] 3    27  [    2 ( 0, 0,-1) ] 2  :   189   16    4.075
  41  [    2 ( 0, 0, 0) ] 3    59  [    2 (-1, 0, 0) ] 3  :    53   17    9.112
  41  [    2 ( 0, 0, 0) ] 3    58  [    2 ( 1, 0, 0) ] 3  :    56   17    8.150
  41  [    2 ( 0, 0, 0) ] 3    13  [    2 (-1, 0, 1) ] 3  :    61   17    4.075
  41  [    2 ( 0, 0, 0) ] 3    10  [    2 ( 1, 0,-1) ] 3  :    64   17    6.280
  41  [    2 ( 0, 0, 0) ] 3     9  [    2 ( 0,-1, 0) ] 3  :    77   17    7.058
  41  [    2 ( 0, 0, 0) ] 3    14  [    2 ( 0, 1, 0) ] 3  :    80   17    7.486
  41  [    2 ( 0, 0, 0) ] 3    57  [    2 ( 0,-1, 1) ] 3  :    85   17    8.523
  41  [    2 ( 0, 0, 0) ] 3    60  [    2 ( 0, 1,-1) ] 3  :    88   17    8.523
  41  [    2 ( 0, 0, 0) ] 3    58  [    2 ( 1, 0, 0) ] 2  :    52   18    8.150
  41  [    2 ( 0, 0, 0) ] 3    59  [    2 (-1, 0, 0) ] 2  :    53   18    9.112
  41  [    2 ( 0, 0, 0) ] 3    10  [    2 ( 1, 0,-1) ] 1  :    60   18    6.280
  41  [    2 ( 0, 0, 0) ] 3    13  [    2 (-1, 0, 1) ] 1  :    61   18    4.075
  41  [    2 ( 0, 0, 0) ] 3    14  [    2 ( 0, 1, 0) ] 1  :    76   18    7.486
  41  [    2 ( 0, 0, 0) ] 3     9  [    2 ( 0,-1, 0) ] 1  :    77   18    7.058
  41  [    2 ( 0, 0, 0) ] 3    60  [    2 ( 0, 1,-1) ] 2  :    84   18    8.523
  41  [    2 ( 0, 0, 0) ] 3    57  [    2 ( 0,-1, 1) ] 2  :    85   18    8.523
  41  [    2 ( 0, 0, 0) ] 3    33  [    1 ( 0,-1, 0) ] 3  :    16   19    4.075
  41  [    2 ( 0, 0, 0) ] 3    19  [    1 (-1, 0, 0) ] 3  :    24   19    5.763
  41  [    2 ( 0, 0, 0) ] 3     4  [    1 ( 2, 0, 0) ] 3  :    32   19    9.447
  41  [    2 ( 0, 0, 0) ] 3    50  [    1 ( 2, 0,-1) ] 3  :    40   19    9.112
  41  [    2 ( 0, 0, 0) ] 3     6  [    1 ( 0, 2, 0) ] 3  :    56   19    7.486
  41  [    2 ( 0, 0, 0) ] 3    56  [    1 ( 0, 2,-1) ] 3  :    64   19    7.058
  41  [    2 ( 0, 0, 0) ] 3    39  [    1 ( 0,-1, 2) ] 3  :    80   19    4.778
  41  [    2 ( 0, 0, 0) ] 3    21  [    1 (-1, 0, 2) ] 3  :    96   19    7.058
  41  [    2 ( 0, 0, 0) ] 3    33  [    1 ( 0,-1, 0) ] 1  :    12   20    4.075
  41  [    2 ( 0, 0, 0) ] 3    19  [    1 (-1, 0, 0) ] 2  :    20   20    5.763
  41  [    2 ( 0, 0, 0) ] 3     4  [    1 ( 2, 0, 0) ] 2  :    28   20    9.447
  41  [    2 ( 0, 0, 0) ] 3    50  [    1 ( 2, 0,-1) ] 1  :    36   20    9.112
  41  [    2 ( 0, 0, 0) ] 3     6  [    1 ( 0, 2, 0) ] 1  :    52   20    7.486
  41  [    2 ( 0, 0, 0) ] 3    56  [    1 ( 0, 2,-1) ] 2  :    60   20    7.058
  41  [    2 ( 0, 0, 0) ] 3    39  [    1 ( 0,-1, 2) ] 2  :    76   20    4.778
  41  [    2 ( 0, 0, 0) ] 3    21  [    1 (-1, 0, 2) ] 1  :    92   20    7.058
  41  [    2 ( 0, 0, 0) ] 3    51  [    1 ( 0, 0,-1) ] 1  :     4   21    9.112
  41  [    2 ( 0, 0, 0) ] 3    51  [    1 ( 0, 0,-1) ] 2  :     8   21    9.112
  41  [    2 ( 0, 0, 0) ] 3    33  [    1 ( 0,-1, 0) ] 2  :    28   21    4.075
  41  [    2 ( 0, 0, 0) ] 3    19  [    1 (-1, 0, 0) ] 1  :    40   21    5.763
  41  [    2 ( 0, 0, 0) ] 3     4  [    1 ( 2, 0, 0) ] 1  :    56   21    9.447
  41  [    2 ( 0, 0, 0) ] 3    50  [    1 ( 2, 0,-1) ] 2  :    76   21    9.112
  41  [    2 ( 0, 0, 0) ] 3    36  [    1 ( 2,-1, 0) ] 1  :    84   21    5.763
  41  [    2 ( 0, 0, 0) ] 3    36  [    1 ( 2,-1, 0) ] 2  :    88   21    5.763
  41  [    2 ( 0, 0, 0) ] 3     6  [    1 ( 0, 2, 0) ] 2  :   108   21    7.486
  41  [    2 ( 0, 0, 0) ] 3    56  [    1 ( 0, 2,-1) ] 1  :   120   21    7.058
  41  [    2 ( 0, 0, 0) ] 3     7  [    1 ( 0, 0, 2) ] 1  :   132   21    5.763
  41  [    2 ( 0, 0, 0) ] 3     7  [    1 ( 0, 0, 2) ] 2  :   136   21    5.763
  41  [    2 ( 0, 0, 0) ] 3    39  [    1 ( 0,-1, 2) ] 1  :   152   21    4.778
  41  [    2 ( 0, 0, 0) ] 3    24  [    1 (-1, 2, 0) ] 1  :   164   21    4.778
  41  [    2 ( 0, 0, 0) ] 3    24  [    1 (-1, 2, 0) ] 2  :   168   21    4.778
  41  [    2 ( 0, 0, 0) ] 3    21  [    1 (-1, 0, 2) ] 2  :   188   21    7.058
  41  [    2 ( 0, 0, 0) ] 3    51  [    1 ( 0, 0,-1) ] 3  :     4   22    9.112
  41  [    2 ( 0, 0, 0) ] 3    36  [    1 ( 2,-1, 0) ] 3  :    24   22    5.763
  41  [    2 ( 0, 0, 0) ] 3     7  [    1 ( 0, 0, 2) ] 3  :    36   22    5.763
  41  [    2 ( 0, 0, 0) ] 3    24  [    1 (-1, 2, 0) ] 3  :    44   22    4.778
